timestamp,value
0,4.2004849848477575
1,4.196840107051006
2,4.191533015843769
3,4.187221813005437
4,4.182474776114507
5,4.181271969712814
6,4.175559227866068
7,4.1711070374230514
8,4.166766011207787
9,4.161004753957052
10,4.159261790669783
11,4.152330266425754
12,4.1504196664517305
13,4.145357488169244
14,4.142527290715487
15,4.1366218639188075
16,4.131852025579535
17,4.129657642382196
18,4.124475426933885
19,4.119707446567007
20,4.1178669871389975
21,4.111914635188807
22,4.109506739428253
23,4.104605110563013
24,4.1009218505169756
25,4.0971761002410645
26,4.092521579059631
27,4.089852923311024
28,4.083804640706305
29,4.0812173301708645
30,4.074767194897142
31,4.071646920154257
32,4.065756167897386
33,4.064050242330032
34,4.057788236922218
35,4.054619341693444
36,4.052877006460436
37,4.048934406126876
38,4.043693542999823
39,4.039328385312305
40,4.035708090203664
41,4.0309002044860645
42,4.027369560011586
43,4.02207631129891
44,4.018531486200811
45,4.01419587623279
46,4.010681810957978
47,4.006713774305198
48,4.002711271658867
49,4.0000831715373915
50,3.9948665756432677
51,3.9914894577180746
52,3.9849250435134125
53,3.9826156938878374
54,3.9776652317644166
55,3.9755239138015828
56,3.969923581354573
57,3.967296207255199
58,3.961339665762784
59,3.9589744013056247
60,3.956088542616816
61,3.9497809434899707
62,3.9464530974525864
63,3.9437984171524705
64,3.9409890004563133
65,3.9358783160001356
66,3.931563537511153
67,3.9272698599129523
68,3.9218987557281584
69,3.9193326104149895
70,3.916442552113599
71,3.9103400532892736
72,3.9098756402950423
73,3.9074106833786555
74,3.9017922729399634
75,3.897793259584871
76,3.891472297238661
77,3.888544499312645
78,3.8846312551646536
79,3.881631459552264
80,3.8773451910795473
81,3.8724065171039173
82,3.8711883409782097
83,3.8660768977436
84,3.8598576045478996
85,3.858896625833782
86,3.8554533749852546
87,3.8499968022792492
88,3.8476681505499437
89,3.841285003620265
90,3.838388965174651
91,3.833868941169329
92,3.831087405414302
93,3.827437208728539
94,3.823267983606731
95,3.819305860419365
96,3.8144366267713745
97,3.813370961725984
98,3.8083111317849676
99,3.8036728610649635
100,3.8024021008602698
101,3.7961073901709637
102,3.792917370386566
103,3.788966835582783
104,3.785078927348583
105,3.7812221484254582
106,3.7771109944171743
107,3.7735454133281285
108,3.770117322054917
109,3.765499621437666
110,3.762189102141316
111,3.758909549934286
112,3.7548920557411214
113,3.752245220480648
114,3.747790227283172
115,3.7433801945658467
116,3.7378243146172503
117,3.734095808951258
118,3.73112827778244
119,3.727661144435888
120,3.724565385567607
121,3.7210653190343725
122,3.718279798988751
123,3.7139767645842383
124,3.7105273458361285
125,3.707957094268254
126,3.7023976197296498
127,3.6992642168826575
128,3.693318190139858
129,3.6897025765973592
130,3.6886097958816073
131,3.6836894829861464
132,3.6800800502377617
133,3.6761787652318727
134,3.673832029929381
135,3.6691385199383806
136,3.665361458269768
137,3.661699773329127
138,3.6579148630891725
139,3.65433163540085
140,3.6518444178381415
141,3.6476949085990267
142,3.6430229167879675
143,3.639835573565364
144,3.636425927399246
145,3.6327368866267498
146,3.631363269051158
147,3.6255712213435145
148,3.620583293369058
149,3.6195093984471356
150,3.6150945201647073
151,3.6099393282577243
152,3.6087926452564125
153,3.6045464193729226
154,3.598622801001419
155,3.596694278279374
156,3.5939231634923994
157,3.588483082211588
158,3.5861027541648625
159,3.582511252616448
160,3.5804269741330996
161,3.5766162046382632
162,3.5733967029375933
163,3.569073431995496
164,3.5650331758212372
165,3.5602921476168046
166,3.5570998144240935
167,3.5531356201615036
168,3.5495298745968897
169,3.546717319948435
170,3.5435629436380376
171,3.53835392078918
172,3.5349310959790605
173,3.5340548272867554
174,3.530169392553098
175,3.5255587901317083
176,3.5210119522913685
177,3.516984048502371
178,3.5162553005654624
179,3.5099523405754387
180,3.5076555338755013
181,3.5044554541546473
182,3.500560772677239
183,3.4971541164123003
184,3.4935863022314324
185,3.4906274100165704
186,3.486642626932242
187,3.4842449622410894
188,3.479888505722303
189,3.4760206752333076
190,3.4729155451510243
191,3.467569179202615
192,3.464103981239104
193,3.4636124126105092
194,3.458258309248652
195,3.45465451796953
196,3.4541149075134734
197,3.447560026685614
198,3.446511123122562
199,3.4444601655413307
200,3.438569807318105
201,3.434245162074037
202,3.4298686800841884
203,3.4283719375236608
204,3.423896150496995
205,3.4209078857525643
206,3.4173245422969822
207,3.4135947492021104
208,3.4118008600380967
209,3.407555401851689
210,3.4051653733111626
211,3.400486111314345
212,3.3969359085337003
213,3.392992831655131
214,3.3906932845682216
215,3.3886773916394244
216,3.3848851272047593
217,3.3817604917442146
218,3.3766598702971753
219,3.372756219907012
220,3.3694914082411858
221,3.3659784200674485
222,3.3642015563721017
223,3.3596576634486457
224,3.355765732423753
225,3.3530329226337443
226,3.349856227527319
227,3.346729511879261
228,3.343203484090414
229,3.3392700534851336
230,3.337557527452432
231,3.332974484946075
232,3.329147590703689
233,3.325615887093514
234,3.3239663021139934
235,3.321909582822727
236,3.317229716840293
237,3.311136410567671
238,3.3093068108791743
239,3.306547521534075
240,3.302473209458254
241,3.2995641281428423
242,3.2974000892522524
243,3.293175663214746
244,3.2894569799154776
245,3.2862227493369605
246,3.28527581738084
247,3.280212178987161
248,3.278510812961578
249,3.275776825297062
250,3.271324017278942
251,3.2687041682294264
252,3.2645483126373747
253,3.260564065870827
254,3.2576193690084425
255,3.2542216628534053
256,3.2512888770572124
257,3.247918509937221
258,3.24290564415763
259,3.240420188819882
260,3.236623623660303
261,3.233960626482122
262,3.2326952440835885
263,3.2279341827106913
264,3.2249842492985215
265,3.221641092230918
266,3.219984564502876
267,3.2168280805227663
268,3.211553050667638
269,3.209669138627521
270,3.206327110276138
271,3.2042122317820385
272,3.1994824674198785
273,3.196574891907786
274,3.1928051090923515
275,3.1887708821052514
276,3.18760796441517
277,3.184125899324337
278,3.1799498176769165
279,3.1769555097369127
280,3.1718577372874006
281,3.1701893653234228
282,3.16662968388232
283,3.1640327953507157
284,3.159907807077574
285,3.158273928929992
286,3.154853861987397
287,3.151409868632154
288,3.149322833360056
289,3.1458483898552636
290,3.143331771751346
291,3.1383733741059374
292,3.1346742349304435
293,3.132477481218091
294,3.1287740916591527
295,3.1250164064827954
296,3.1240132203053377
297,3.12125040266612
298,3.117115126718569
299,3.114333594263094
300,3.110696801303287
301,3.108528308828982
302,3.1060135774759265
303,3.100719519505469
304,3.0997930531607034
305,3.095870261865853
306,3.0924616893296104
307,3.087691328031903
308,3.0853454829780445
309,3.082964893693629
310,3.0785159372458852
311,3.0759235991001597
312,3.07306252569544
313,3.07116582462637
314,3.068457641419246
315,3.063568663507635
316,3.0613412288605195
317,3.058749700624864
318,3.056710420720057
319,3.0502081765802598
320,3.0484461709725266
321,3.0458181955530397
322,3.043632992760067
323,3.0409047946866186
324,3.0348431076470552
325,3.034554669505411
326,3.030520957101849
327,3.027995627490387
328,3.0247413153722076
329,3.023071943115511
330,3.01990600332772
331,3.015686783566539
332,3.011308509070201
333,3.011353501099928
334,3.005144290542011
335,3.0036628906064604
336,2.9999054742885627
337,2.998230658213116
338,2.994245696196347
339,2.9928862640885616
340,2.9882795268644746
341,2.98568556438012
342,2.982110088160643
343,2.981462105941324
344,2.977892472804773
345,2.9751078429888196
346,2.9700939027485997
347,2.9675003208515354
348,2.965609899827869
349,2.9608384631432574
350,2.9598901211802238
351,2.958212348199608
352,2.952276196557538
353,2.9507629031329503
354,2.947078737218067
355,2.944682439283672
356,2.9430237986721446
357,2.9363824887758634
358,2.936844621093143
359,2.933889627246746
360,2.9300926185063463
361,2.92803014547752
362,2.92299550437939
363,2.919233076418822
364,2.9187784755344666
365,2.914852360559978
366,2.9103253275021745
367,2.9087651014949665
368,2.906411499713015
369,2.9054286093954467
370,2.8999197247316264
371,2.897989303507947
372,2.8953716434532035
373,2.89205973370487
374,2.887822933907393
375,2.8839117730761705
376,2.8827508506749555
377,2.8811026206141994
378,2.8763081990301997
379,2.876827459804277
380,2.870026883062761
381,2.867073035881922
382,2.8665693803559185
383,2.861151041893871
384,2.8595797765633604
385,2.8578847773466003
386,2.854973642024953
387,2.8511645130600805
388,2.8495175285378163
389,2.8454437649225075
390,2.843970687502901
391,2.8407468915338936
392,2.8359011765209217
393,2.8351656540930903
394,2.8306140310518773
395,2.8294667269615954
396,2.827073888666489
397,2.8249331825066815
398,2.8198277553122755
399,2.817527899129148
400,2.8148164789997847
401,2.8107031792530957
402,2.809826091974155
403,2.8068431267994884
404,2.804624772732794
405,2.800563861236043
406,2.7969427750394993
407,2.796887004425619
408,2.7943305775434206
409,2.7889794398577585
410,2.785882538231995
411,2.783274369670241
412,2.7808796105077462
413,2.779695167054825
414,2.7742105805025186
415,2.7723885281423266
416,2.7709662753947706
417,2.768564065355382
418,2.765119749911257
419,2.7623806456389004
420,2.7606083984845537
421,2.753939344987708
422,2.755933952425163
423,2.749233596332894
424,2.7468302113783594
425,2.7455775226039627
426,2.7449529549314513
427,2.738831174684478
428,2.736798087344761
429,2.734110363433833
430,2.7303502072896215
431,2.7303389708765664
432,2.7271952960886203
433,2.7226086622380996
434,2.7206337886388705
435,2.717597111192739
436,2.7156909320288642
437,2.7119756665996984
438,2.7116082181854066
439,2.7060189344666243
440,2.7053845567850123
441,2.7020747136849668
442,2.699035991022615
443,2.6949634636737376
444,2.692338524600593
445,2.6891784629453666
446,2.687975106733597
447,2.683887560575974
448,2.6828950682906116
449,2.680958407080842
450,2.6780502406995716
451,2.673984549244838
452,2.6747148489308556
453,2.670261415802954
454,2.6649541669228287
455,2.664460801346056
456,2.662063851695631
457,2.659513298665853
458,2.654469288424158
459,2.6538354419686003
460,2.6526525111000057
461,2.647511261784633
462,2.645343242637542
463,2.6414487943459672
464,2.6400606969022227
465,2.6382205408605417
466,2.6339861815021943
467,2.6319587253658736
468,2.630905351748575
469,2.6283738159884944
470,2.626561552863337
471,2.621993490977681
472,2.6183686656430476
473,2.6145535117476055
474,2.614140768480326
475,2.611456316880086
476,2.608805659336081
477,2.6059772795339486
478,2.604601377098335
479,2.6015958040747704
480,2.5981965146774706
481,2.596177120890269
482,2.593837462647046
483,2.5915536186128425
484,2.5870804629051687
485,2.5840794951055854
486,2.5808660950111015
487,2.579353099445155
488,2.577543918166578
489,2.575663429797146
