timestamp,value
0,0.9280777744968214
1,0.5389107329208122
2,-0.37566869467163344
3,0.5949589531259075
4,0.6879810903667578
5,2.2436639777515186
6,-0.6688230174510053
7,0.3655023282347793
8,-0.4864581703589814
9,-0.5412976947582695
10,-0.876453215706107
11,0.7187235363459679
12,1.0099100378379946
13,-0.3177200701260142
14,-0.1224458847652899
15,-1.2178761614036908
16,0.4427892775247814
17,0.34290900638997507
18,0.5409458624664132
19,0.629580104779321
20,0.09362477510375568
21,-0.364274433918804
22,-1.4627831702203045
23,0.2643221917728775
24,0.04178180930604079
25,0.24193784352558867
26,-0.757562743391959
27,0.4177757589129505
28,0.46840226836309806
29,-0.380087129250298
30,-0.2592716992046764
31,-0.3411226115197764
32,0.1307349104711092
33,1.3381055005043399
34,-0.5357622736045057
35,-0.10949245226001936
36,0.5395053318722666
37,-0.30715899677432257
38,0.8505880344392431
39,0.5833668623656707
40,-0.9782606574747207
41,0.9474558940400397
42,0.7079109096555155
43,0.13827954059419306
44,-1.7500039095414552
45,-0.8160878544533079
46,-0.735607946667337
47,0.6512833677121018
48,0.06316885534440926
49,1.2818005334658813
50,-1.1170470685573592
51,-0.49636401127274316
52,0.478673644639089
53,-0.12071767789702191
54,1.2009640521766969
55,1.5098076675462915
56,0.04176525599998572
57,0.7024498067036085
58,0.47579318951405625
59,-0.13418339272640928
60,-1.8243162028630562
61,-0.5935463918856794
62,-0.1628976145185181
63,-1.8696197849897513
64,0.5449745125006646
65,-0.266433943468882
66,0.41772684263771176
67,0.31534428919506763
68,0.580625832086244
69,-0.07369687945284631
70,0.5554469263827991
71,0.03782605695076485
72,0.2986013733328207
73,1.6279369216763762
74,-0.5854693127664876
75,-1.1337616513741067
76,-1.1338440203940916
77,2.501120962943205
78,-0.4813635207972121
79,-0.42554974444125726
80,-0.2576414503788154
81,0.09494500545705595
82,-1.525876834588164
83,1.153452545628298
84,-2.379008861977494
85,0.2504131779362804
86,0.7042069587843418
87,0.37325316399587716
88,-1.9265258182099674
89,1.3425134117316124
90,0.5386259894282232
91,-1.3250137171420426
92,-0.5935486490416715
93,1.1798373930701032
94,0.17104093370659273
95,0.40014035331453984
96,-0.0009211001779320613
97,0.6559094586114274
98,-0.1516779721513337
99,1.9744425964122878
100,0.5743421875212188
101,-1.1547463672059863
102,-0.5160635355090052
103,0.5198448577892567
104,2.031946126229235
105,0.38040484372916494
106,0.17928173517085455
107,-1.790454491578572
108,-0.634453792898684
109,0.6206382177798042
110,0.7458953665964538
111,-0.6392305065089526
112,-0.5465500799644532
113,1.193530225683655
114,-0.5551242513113254
115,-0.42143173447493665
116,0.0979586905824105
117,-1.545932112864593
118,-0.248519848836661
119,0.072160731825195
120,-0.44957910137829427
121,-1.2438253501626149
122,-0.6939196154503137
123,0.21970595284300493
124,0.33602418107615284
125,-1.9617584498877187
126,0.3218073708617918
127,-0.8331527240843603
128,0.5323577429117273
129,-2.079260738051791
130,0.062342692714538246
131,-0.3312617011136355
132,1.2079087654786884
133,0.48843461567850666
134,0.8394713698495151
135,-0.6192201775107152
136,-0.7666318672586635
137,1.3187553150084017
138,-0.7516725508484281
139,-0.8953306691774834
140,0.24789425759937558
141,-1.0255988954989734
142,-2.3996786327294046
143,1.9545954849601503
144,0.6064768869248001
145,-0.8294975548936828
146,-0.6401456896486865
147,0.5886983170022887
148,-0.6894889186909751
149,-0.7887524563325826
150,-0.9958886927305796
151,0.4721677320916579
152,-0.5897408587823262
153,1.3313498387999918
154,-0.24730816156897145
155,1.3248376477762407
156,-0.5526947565331712
157,0.5051881268495185
158,0.06437426395365595
159,0.6863738180214733
160,-0.13329380215872605
161,-1.9649744325703238
162,0.11519941233769368
163,-1.5106387057256756
164,-3.293549885120327
165,0.45655395130953225
166,-0.34252776556330367
167,0.4117330088012878
168,0.6989110769556925
169,-1.9047767489062915
170,-0.283701888231738
171,0.7109562522767547
172,0.2192540269749156
173,-1.1579533327926677
174,-0.4350704719225572
175,-2.1776155098061123
176,-0.35345350104110945
177,1.0035230616521909
178,-1.0921992691208193
179,2.156913550890535
180,1.8280961145524257
181,-0.16778796174333852
182,-0.3894681821733953
183,-0.8482213441429328
184,-0.8364513167727183
185,0.8460396484946284
186,0.2115716100974167
187,-0.9292580651847474
188,-0.030697722900052755
189,0.5096180670087056
190,0.27136202746206095
191,0.03013841129101913
192,0.11102434912078941
193,-0.3958471958941313
194,0.4466695443014929
195,0.7786820854688561
196,0.07311571711996255
197,0.6315349822207894
198,-1.1244621371763683
199,0.29946656711832753
200,0.6442483144490696
201,1.9651256344569579
202,-0.33699046684823286
203,-1.5478799717609313
204,-1.8267976141110718
205,2.4727622173775066
206,0.7018129827346837
207,-0.9870571141443342
208,-1.3152369810590259
209,0.08245994709263248
210,-0.7443825306243241
211,-0.0011790193921784216
212,-1.0044503300410352
213,-1.9184920494459956
214,0.305648359699481
215,1.7997209235875749
216,1.329301596039844
217,-0.6165603521729548
218,-0.08365211218529894
219,1.9536484464497843
220,-0.06141253337606465
221,-0.628785581911064
222,1.4343704296961288
223,0.7025578143015068
224,1.1381294289147907
225,1.7270661483898457
226,-0.40611330719263544
227,0.3380709600956049
228,-0.49097031179379264
229,-0.6419651222030812
230,0.5487168462317995
231,1.6559038621847164
232,2.0604416378092494
233,-0.0013961868592748184
234,0.3314631532704839
235,1.7881316548159383
236,-0.8463055089199352
237,-0.8304883771530052
238,-0.06582227979809373
239,0.287650901951743
240,-0.33912026054146505
241,0.8323740939133324
242,0.9930806670589155
243,-1.5751599885903302
244,0.2940427575043515
245,-0.9639132362941214
246,0.8454175329417878
247,2.7927254686032175
248,-0.08737456307865632
249,0.24289483097080686
250,-1.003515874297644
251,0.20432624984814557
252,0.18923478775592237
253,0.2062287379915682
254,-1.0165084889893259
255,0.2449714818840566
256,-2.2605616999615594
257,2.036002810332679
258,0.6876223060692377
259,1.228633488619275
260,-0.12754317340194976
261,-0.06276380444605895
262,0.5138360746396444
263,-0.005001845267421508
264,-1.3303566479495563
265,0.5695595473241775
266,-2.1269464612357027
267,1.6692290498138431
268,-0.4880522332022033
269,-0.991552032965352
270,0.3572185272248581
271,1.5004649293462358
272,-0.286488852636024
273,-0.6859043426446951
274,-2.1414093557496003
275,0.6210382195763096
276,-0.8536337422942607
277,1.0339840098335151
278,-1.3370896652554733
279,-1.0519755479838253
280,-0.3232895196426885
281,0.4991087824201324
282,1.2066322777626446
283,0.4466117398520967
284,-1.252912367944478
285,0.7075146136404381
286,0.2891199880986973
287,0.3096990641244959
288,-0.5005270239323174
289,0.08064878100787348
290,-1.3450061946647647
291,-0.5718022921981429
292,0.2315992395986438
293,0.006520468406878412
294,-1.8233700453529973
295,0.2585515908429477
296,0.2473646430009671
297,0.6178283246517892
298,0.5134993610155901
299,-0.2914231074057996
300,0.8953806248279749
301,-0.732290574673819
302,0.15240779996208834
303,1.113803059525791
